OrderID,CustomerID,Region,Category,Sales,Quantity,Profit,OrderDate
2757,3381,North,Electronics,4803.68,2,248.27,30-10-2024
2758,4713,North,Furniture,379.39,6,-148.37,09-11-2025
2759,1968,West,Furniture,291.05,9,1312.19,26-05-2025
2760,3558,North,Office Supplies,4937.27,9,529.09,13-08-2024
2761,2316,North,Office Supplies,3259.75,1,1079.92,27-05-2025
2762,2043,West,Electronics,3605.32,4,1451.13,29-01-2024
2763,1281,West,Office Supplies,572.76,4,875.4,26-08-2025
2764,3844,East,Office Supplies,442.08,1,975.75,06-09-2025
2765,4072,North,Electronics,885.24,2,1403.51,26-05-2025
2766,3166,East,Furniture,2193.26,6,678.14,26-09-2025
2767,2058,East,Furniture,639.86,3,343.83,05-09-2025
2768,1197,South,Electronics,2287.04,9,1366.35,19-12-2024
2769,3532,North,Electronics,2851.53,3,-82.71,25-12-2025
2770,4828,North,Electronics,101.63,3,164.83,16-04-2025
2771,2082,South,Electronics,659.8,9,380.15,19-11-2025
2772,3884,East,Electronics,1938.46,3,1129.59,10-11-2024
2773,2184,North,Electronics,361.32,6,1336.63,10-07-2025
2774,2008,East,Office Supplies,754.29,6,568.04,05-10-2024
2775,3738,South,Office Supplies,1235.8,1,286.42,14-10-2024
2776,2229,West,Office Supplies,2205.05,7,400.46,01-01-2025
2777,2035,East,Furniture,3602.7,9,916.13,26-11-2024
2778,1489,North,Electronics,750.17,9,68.61,31-01-2025
2779,1275,West,Electronics,3716,9,730.63,19-01-2025
2780,3740,East,Office Supplies,4289.8,2,800.35,31-07-2025
2781,3289,East,Furniture,3292.25,1,1003.35,25-05-2025
2782,2239,West,Office Supplies,314.26,6,826.63,11-07-2025
2783,2274,West,Electronics,2259.2,6,-35.18,30-01-2024
2784,4882,West,Electronics,3334.32,4,970.96,15-07-2024
2785,1125,North,Office Supplies,4894.71,8,-163.03,19-09-2024
2786,1216,North,Office Supplies,4763.86,5,463.52,11-02-2025
2787,4377,East,Electronics,2038.95,7,509.01,04-04-2024
2788,4868,East,Office Supplies,3118.06,9,-1.73,12-02-2024
2789,2208,South,Electronics,4464.99,1,-183.24,05-02-2024
2790,4110,North,Office Supplies,4172.13,9,-79.02,02-04-2025
2791,2246,East,Furniture,2449.17,4,558.71,08-05-2024
2792,4255,West,Electronics,1380.08,7,208.6,02-06-2025
2793,3542,West,Furniture,771.79,4,-82.73,13-02-2024
2794,3474,North,Office Supplies,2491.1,4,235.89,01-03-2024
2795,4249,West,Furniture,3641.94,4,699,21-06-2025
2796,1918,South,Office Supplies,4851.87,6,1061.64,28-12-2024
2797,4499,East,Furniture,4322.89,5,500.4,30-04-2024
2798,2317,East,Furniture,1100.78,2,842.35,11-05-2025
2799,4923,East,Furniture,3626.91,9,814.5,06-06-2024
2800,3198,North,Electronics,1516.6,6,1323.73,13-09-2024
2801,3431,West,Furniture,3449.02,6,104.97,28-07-2025
2802,2661,South,Office Supplies,3362.45,9,609.93,27-09-2024
2803,4884,North,Office Supplies,1434.91,1,874.11,06-11-2024
2804,1307,East,Electronics,1248.5,7,683.53,08-11-2024
2805,2359,South,Electronics,609.3,3,565.58,26-04-2024
2806,2969,East,Office Supplies,347.64,4,1454.88,10-12-2024
2807,3793,East,Furniture,4306.41,1,1401.42,26-06-2024
2808,1891,North,Office Supplies,344.26,3,839.47,26-04-2024
2809,1374,East,Electronics,534.83,7,547.28,06-11-2025
2810,4079,South,Electronics,1270.37,6,1084.15,13-06-2024
2811,3033,East,Office Supplies,4449.53,1,671.99,22-06-2024
2812,2364,West,Furniture,1731.41,9,1492.47,22-09-2025
2813,1128,East,Furniture,1039.82,4,966.09,03-06-2024
2814,2014,North,Electronics,3606.22,7,-84.13,20-10-2025
2815,2799,South,Office Supplies,1663.44,4,483.25,17-08-2025
2816,3716,North,Office Supplies,1733.5,7,1041.45,24-05-2025
2817,4423,West,Electronics,3720.99,5,1232.03,05-11-2024
2818,2381,East,Office Supplies,1333.1,1,1182.73,25-12-2025
2819,1516,North,Electronics,4494.12,4,1461.3,21-08-2024
2820,2518,North,Furniture,2850.97,3,631.5,16-12-2024
2821,1085,North,Furniture,2735.38,6,38.11,10-06-2024
2822,2198,North,Office Supplies,1397.29,6,908.81,13-08-2025
2823,4873,West,Furniture,4191.96,1,-79.73,21-11-2025
2824,4264,West,Furniture,2906.47,2,1454.99,18-10-2024
2825,3358,East,Electronics,862.03,2,1089.51,06-05-2024
2826,2142,East,Electronics,1110.86,4,1469.65,23-11-2025
2827,4289,South,Office Supplies,2394.45,9,441.33,24-08-2025
2828,3474,West,Electronics,3920.24,2,-173.15,03-04-2024
2829,2993,North,Office Supplies,4702.55,8,686.19,21-03-2025
2830,4485,North,Office Supplies,3351.14,1,6.01,29-03-2024
2831,3161,South,Electronics,2580.1,8,955.37,22-01-2025
2832,4216,North,Furniture,1328.59,3,645.84,05-09-2024
2833,4609,South,Furniture,3397.05,5,1080.86,29-06-2024
2834,4719,East,Furniture,4912.97,1,294.82,01-03-2024
2835,1302,West,Furniture,2433.49,1,1209.58,26-05-2024
2836,3791,South,Office Supplies,894.5,6,906.39,22-09-2025
2837,4952,North,Furniture,606.37,3,1479.11,26-11-2025
2838,1587,South,Office Supplies,1419.36,8,103.55,07-10-2024
2839,1986,East,Electronics,2890.27,4,-113.01,19-07-2025
2840,2863,North,Electronics,4739.35,6,1246.78,21-04-2024
2841,1344,East,Office Supplies,1565.91,9,375.37,17-11-2025
2842,1813,East,Furniture,1596.42,8,533.12,23-10-2024
2843,2987,South,Office Supplies,2457.78,4,1373.64,21-11-2025
2844,3848,East,Furniture,4600.86,8,549.18,15-07-2025
2845,4072,North,Furniture,2153.37,7,306.63,26-04-2024
2846,4218,East,Office Supplies,1193.82,5,-98.86,27-01-2024
2847,2310,East,Office Supplies,899.34,7,552.99,07-03-2025
2848,2999,South,Furniture,2339.38,7,913.42,06-11-2024
2849,2677,East,Office Supplies,4023.32,2,257.6,03-12-2025
2850,4124,West,Furniture,1527.63,7,1020.22,24-01-2025
2851,2327,South,Office Supplies,2611.36,3,613.05,05-11-2025
2852,2092,South,Electronics,3054.74,8,1258.78,06-04-2025
2853,3408,North,Furniture,2307.31,8,74.95,06-01-2024
2854,4673,North,Electronics,1039.28,9,1087.04,03-12-2025
2855,4291,North,Office Supplies,4616.55,4,1385.34,13-06-2025
2856,2009,North,Electronics,2870.7,3,1060.38,07-06-2024
2857,1703,West,Office Supplies,3672.76,9,490.09,03-11-2024
2858,1574,South,Furniture,3216.61,9,191.77,17-10-2025
2859,2608,East,Office Supplies,4990.44,2,-32.78,13-07-2024
2860,4232,North,Office Supplies,2335.92,6,892.03,23-04-2025
2861,4752,North,Furniture,2182.36,3,42.85,17-08-2024
2862,2112,North,Office Supplies,1864.69,5,1225.12,20-05-2025
2863,1687,East,Furniture,1871.98,2,1433.25,02-12-2025
2864,3828,North,Office Supplies,1451.27,4,30.84,02-12-2024
2865,3632,East,Furniture,4905.09,3,439.29,22-11-2025
2866,4828,South,Electronics,4366.83,2,1393.36,12-05-2024
2867,3636,South,Office Supplies,1651.7,6,600.2,20-12-2025
2868,4230,South,Office Supplies,1595.62,3,710.21,18-10-2025
2869,1488,West,Office Supplies,607.32,4,1070.78,07-06-2024
2870,4018,East,Furniture,4397.45,6,157.91,28-09-2024
2871,2347,North,Office Supplies,1921.65,5,1464.55,16-06-2025
2872,4681,North,Furniture,2905.82,4,1127.5,11-11-2025
2873,4452,North,Office Supplies,4511.85,4,74.33,21-10-2024
2874,4173,North,Electronics,2099.69,2,-11.18,25-11-2024
2875,1493,West,Office Supplies,4053.65,4,1389.42,07-10-2024
2876,2667,North,Electronics,2208.4,8,964.55,12-03-2025
2877,2637,West,Furniture,3534.61,5,-134.44,04-03-2024
2878,1018,East,Electronics,2212.8,8,41.38,24-12-2024
2879,4525,South,Office Supplies,2024.52,6,-118.69,16-08-2024
2880,4553,North,Office Supplies,4954.48,5,1455.94,05-09-2025
2881,4665,South,Furniture,3100.51,4,646.35,03-09-2024
2882,3444,East,Office Supplies,1900.22,9,585.65,01-04-2024
2883,2000,East,Office Supplies,1363.32,5,1424.82,09-10-2025
2884,4350,North,Furniture,294.86,6,657.88,01-01-2024
2885,1850,East,Furniture,3562.18,7,680.18,10-11-2024
2886,2388,South,Electronics,1923.57,1,1472.97,17-10-2024
2887,2354,North,Furniture,4124.15,9,-10.57,02-09-2024
2888,4712,West,Office Supplies,1882.96,8,1475.78,27-08-2024
2889,2367,North,Furniture,1929.31,5,81.65,25-04-2025
2890,1821,South,Office Supplies,3917.99,3,603.95,28-09-2024
2891,1454,North,Electronics,2498.39,5,373.94,15-10-2025
2892,2624,North,Furniture,4435.98,5,1424.22,31-05-2025
2893,3772,South,Office Supplies,2991.67,9,625.36,09-11-2024
2894,4726,North,Furniture,1279.16,7,-160.88,22-07-2025
2895,4136,North,Furniture,2884.53,2,176.87,18-05-2024
2896,4147,South,Furniture,119.61,5,532.38,12-05-2025
2897,1710,East,Furniture,1630.75,9,949.86,22-11-2024
2898,3190,South,Electronics,1118.97,2,755.24,30-04-2024
2899,1916,North,Office Supplies,3305.52,8,1244.85,26-01-2025
2900,4986,West,Furniture,766.59,3,1208.34,09-04-2025
2901,3875,West,Office Supplies,1521.48,4,803.87,25-06-2024
2902,3652,South,Electronics,1723.41,2,771.24,29-12-2024
2903,2496,West,Office Supplies,116.14,9,272.88,12-05-2025
2904,2440,North,Office Supplies,329.16,6,1428.44,09-06-2024
2905,1304,North,Electronics,1624.52,9,-69.35,25-10-2025
2906,1735,South,Furniture,1189.55,8,474.95,03-07-2025
2907,4568,North,Office Supplies,672.84,9,923.42,30-11-2024
2908,3338,East,Office Supplies,855.39,5,1407.63,19-02-2024
2909,2963,North,Furniture,4194.13,6,652.6,29-03-2024
2910,3149,South,Furniture,3448.27,7,1323.06,29-07-2025
2911,3009,East,Office Supplies,2472.18,5,-21.84,21-12-2025
2912,4338,East,Electronics,4553.49,1,703.69,12-08-2024
2913,3914,West,Furniture,244.81,9,337.29,20-01-2025
2914,4015,North,Furniture,1790.18,2,1152.68,15-06-2024
2915,4693,South,Electronics,4134.58,7,556.49,14-12-2025
2916,4021,West,Office Supplies,3178.62,8,607.93,15-10-2025
2917,3889,West,Furniture,4910.27,8,-89.87,02-12-2024
2918,1961,North,Office Supplies,4728.12,1,544.62,12-08-2025
2919,3989,North,Office Supplies,932.72,7,-62.59,10-03-2025
2920,4848,South,Office Supplies,4862.74,9,309.26,05-06-2025
2921,2026,West,Electronics,4733.12,3,15.7,04-09-2024
2922,3132,South,Office Supplies,1930.69,8,368.62,13-02-2024
2923,4865,West,Office Supplies,4916.11,8,186.56,01-05-2025
2924,3375,West,Furniture,275.64,9,284.81,21-04-2025
2925,3863,West,Furniture,3337.68,8,52.26,18-04-2024
2926,2473,North,Electronics,1404.12,5,547.33,30-11-2025
2927,3501,West,Electronics,734.37,5,645.88,10-03-2024
2928,2947,West,Furniture,2929.92,3,1222.3,26-06-2025
2929,3676,West,Furniture,1601.12,6,716,28-11-2025
2930,4292,East,Electronics,3367.44,3,188.89,13-11-2025
2931,2177,North,Office Supplies,2745.91,2,1051.02,18-04-2024
2932,1664,East,Electronics,2023.69,7,305.32,31-08-2025
2933,1011,North,Office Supplies,990.93,3,1085.87,03-07-2025
2934,2156,South,Furniture,3046.13,4,458.18,20-09-2024
2935,1303,East,Furniture,4163.23,8,673.25,16-10-2024
2936,4364,South,Furniture,3040.02,1,656.38,24-05-2024
2937,4022,West,Office Supplies,3091.56,9,1424.58,12-06-2025
2938,4371,South,Electronics,2608,6,61.23,03-04-2024
2939,2763,South,Office Supplies,2002.38,2,1395.54,03-12-2024
2940,3830,South,Electronics,2341.54,3,755.38,18-07-2025
2941,1042,South,Electronics,4948.75,5,1489.27,12-09-2025
2942,1943,North,Electronics,3773.38,6,774.34,22-07-2025
2943,3390,East,Furniture,2209.74,9,915.84,21-10-2025
2944,2349,North,Electronics,2340.75,2,1074.28,01-03-2024
2945,4885,North,Furniture,2548.2,5,1197.04,20-06-2025
2946,3545,North,Electronics,3330.64,7,611.86,18-03-2024
2947,3411,South,Electronics,2383.2,7,953.61,22-06-2025
2948,1890,North,Furniture,3462.28,4,845.3,06-03-2025
2949,3474,East,Furniture,1713.02,3,492.05,08-04-2024
2950,2004,North,Office Supplies,2112.13,8,1195.36,23-06-2025
2951,1020,West,Electronics,4333.86,2,127.16,07-10-2025
2952,1406,South,Furniture,1711.64,5,84.12,10-11-2024
2953,3666,West,Office Supplies,4825.74,5,1051.94,10-08-2024
2954,2014,East,Office Supplies,945.27,1,883.73,07-07-2024
2955,1335,East,Furniture,1284.23,7,340.02,31-10-2024
2956,2838,East,Electronics,2372.03,4,879.72,21-12-2024
2957,4188,East,Office Supplies,4007.3,2,1110.1,24-04-2025
2958,2147,North,Electronics,3684.72,8,168.84,09-02-2024
2959,3446,South,Electronics,954.88,4,788.37,20-04-2025
2960,3840,East,Office Supplies,1259.76,1,1201.93,23-04-2024
2961,2827,West,Furniture,2918.79,8,499.11,21-11-2024
2962,1714,East,Electronics,1546.31,7,771.95,09-11-2025
2963,1050,South,Furniture,2169.39,3,-66.49,13-09-2025
2964,4854,West,Office Supplies,2484.31,3,1211.8,15-06-2025
2965,1323,West,Electronics,3011.81,7,1153.41,17-08-2024
2966,1788,West,Furniture,1330.15,2,575.63,22-01-2025
2967,1140,North,Furniture,899.39,5,2.72,31-10-2024
2968,1469,East,Electronics,2052.96,7,922.68,16-03-2024
2969,1786,North,Furniture,501.93,6,774.07,21-09-2024
2970,2825,West,Furniture,2681.15,7,1363.12,10-11-2024
2971,2357,North,Office Supplies,4214.07,2,275.67,19-09-2025
2972,2916,North,Office Supplies,682.98,7,-145.05,29-05-2025
2973,1963,North,Furniture,652.38,2,233.06,06-06-2025
2974,4055,East,Furniture,493.07,7,527.44,17-09-2024
2975,1372,West,Electronics,4254.52,8,64.26,03-01-2025
2976,4635,West,Office Supplies,495.45,8,1465.55,25-10-2025
2977,3541,East,Electronics,4918.96,5,178.06,10-12-2025
2978,4610,North,Furniture,1855.82,7,952.36,22-03-2024
2979,2692,North,Electronics,1710.93,8,571.99,28-09-2025
2980,3798,South,Furniture,549,4,743.75,17-08-2024
2981,2179,South,Office Supplies,2969.64,2,1385.56,07-10-2025
2982,3338,South,Office Supplies,2970.82,7,703.64,20-08-2025
2983,2671,East,Furniture,2519.65,1,318.89,24-10-2024
2984,4215,West,Office Supplies,1624,2,175.38,08-07-2025
2985,1105,South,Furniture,1906.05,7,1316.39,16-12-2025
2986,2443,West,Electronics,1670.47,1,1477.43,07-10-2024
2987,3717,West,Furniture,2188.12,7,228.11,12-04-2025
2988,2681,West,Electronics,1774.76,5,1027.29,13-06-2025
2989,1001,East,Furniture,3410.03,3,659.78,11-02-2025
2990,3636,East,Office Supplies,1549.35,2,987.59,03-12-2025
2991,3691,East,Furniture,1819.11,7,1439.16,10-08-2024
2992,3137,East,Furniture,2233.75,9,269.35,15-01-2024
2993,4416,South,Furniture,119.41,9,1057.91,24-11-2025
2994,1349,North,Office Supplies,2511.2,8,544.51,29-06-2025
2995,4530,North,Furniture,1353.52,2,909.31,28-06-2024
2996,2286,North,Office Supplies,375.14,1,491.31,02-01-2024
2997,4422,South,Furniture,4564,8,1004.17,30-05-2024
2998,4179,North,Electronics,1679.85,2,373.75,19-04-2024
2999,4657,South,Furniture,2187.82,4,630.2,02-11-2024
3000,2062,South,Electronics,4153.98,4,1004.95,31-01-2025
3001,3956,South,Office Supplies,917.27,2,-127.4,09-09-2025
3002,3206,North,Office Supplies,4266.51,4,357.75,14-01-2024
3003,4654,West,Furniture,1284.03,7,728.51,29-09-2024
3004,4006,North,Office Supplies,2986.29,6,-73.97,12-01-2025
3005,3359,North,Furniture,3459.82,6,995.37,17-10-2025
3006,4312,East,Office Supplies,4534.57,4,1182.59,25-07-2024
3007,1444,South,Electronics,3077.43,2,77.66,10-09-2025
3008,3345,West,Office Supplies,2320.84,5,1046.89,03-09-2024
3009,1951,East,Electronics,2904.12,3,898.54,21-01-2025
3010,1035,West,Furniture,1090.2,3,498.49,15-03-2024
3011,2107,West,Furniture,3476.46,4,80.48,12-02-2024
3012,2475,South,Furniture,1015.72,5,1423.29,12-05-2024
3013,4957,North,Electronics,2830.51,2,588.82,06-03-2025
3014,2798,South,Furniture,3273.26,6,112.19,11-03-2025
3015,2845,South,Furniture,4503.06,6,1020.88,25-02-2024
3016,2408,East,Electronics,2305.93,8,833.43,26-07-2024
3017,2195,South,Office Supplies,3899.13,2,1187.54,13-04-2024
3018,2399,North,Furniture,920.9,8,1493.36,08-04-2025
3019,2708,West,Office Supplies,865.36,8,-123.73,14-04-2025
3020,2385,South,Office Supplies,2671.51,4,1056.84,02-08-2025
3021,3606,West,Furniture,3022.07,7,1481.52,06-09-2024
3022,3938,South,Furniture,3198.47,7,714.99,25-08-2025
3023,3188,West,Electronics,3753.8,1,1016.69,06-02-2025
3024,3934,South,Electronics,1545.16,1,549.89,26-01-2024
3025,4989,East,Furniture,3150.78,8,406.52,19-12-2025
3026,4189,West,Office Supplies,1021.88,1,983.98,10-01-2024
3027,2300,South,Electronics,1173.09,3,1479.75,01-09-2025
3028,3773,South,Electronics,429.81,6,-44.17,05-09-2025
3029,2243,East,Furniture,3760.3,8,517.61,11-05-2025
3030,4976,East,Furniture,2584.27,5,1399.05,13-02-2025
3031,4097,East,Furniture,1267.11,5,-8.24,15-05-2024
3032,1520,West,Furniture,2825.56,4,906.59,08-08-2024
3033,2806,West,Electronics,1835.78,4,531.28,27-06-2025
3034,1009,East,Electronics,4202.33,7,440.72,03-10-2024
3035,1983,North,Electronics,2687.92,6,156.05,05-04-2024
3036,3425,North,Office Supplies,246.07,8,99.77,14-03-2025
3037,2656,South,Electronics,4926.97,6,677.69,22-05-2025
3038,2660,North,Electronics,464.06,7,441.64,18-11-2025
3039,3729,South,Furniture,3510.2,5,635.63,06-09-2025
3040,3631,West,Electronics,2242.55,6,133.09,05-07-2024
3041,3199,West,Electronics,1321.66,1,395.34,06-02-2024
3042,1719,North,Electronics,3414.65,3,1493.91,28-07-2024
3043,2072,West,Furniture,716.9,8,425.72,18-02-2025
3044,4225,East,Electronics,4305.41,3,501.61,10-05-2024
3045,1858,East,Electronics,1328,1,-166.21,07-04-2024
3046,2316,North,Office Supplies,1871.12,3,447.4,18-03-2025
3047,2603,North,Office Supplies,3199.95,4,1097.77,28-06-2025
3048,1049,South,Office Supplies,105.04,8,676.51,05-02-2024
3049,3711,West,Office Supplies,2416.47,9,916.98,29-05-2025
3050,3578,South,Furniture,4481.82,4,746.14,04-10-2025
3051,4683,South,Office Supplies,3434.04,7,-20.67,07-08-2024
3052,4131,East,Electronics,2000.71,1,364.65,27-12-2024
3053,4238,East,Office Supplies,3336.08,9,980.2,24-11-2025
3054,4273,East,Furniture,4689.19,4,731.5,28-01-2024
3055,3904,East,Office Supplies,1020.25,9,947.43,21-06-2025
3056,1145,South,Office Supplies,2705.86,3,412.31,30-10-2025
3057,1914,East,Furniture,1250.21,5,129.27,05-06-2025
3058,4747,West,Furniture,4285.7,1,1210.68,18-04-2024
3059,4040,East,Furniture,3633.15,3,439.71,30-08-2025
3060,2462,East,Furniture,4025.27,5,913.52,19-10-2025
3061,3289,East,Furniture,4720.76,6,448.12,29-06-2024
3062,1580,North,Furniture,1238.31,8,1376.33,28-07-2024
3063,3734,West,Electronics,338.72,1,1486.3,07-12-2024
3064,2584,West,Office Supplies,1525.43,3,903.18,18-10-2025
3065,1482,South,Office Supplies,2055.78,1,823.66,18-02-2024
3066,4179,South,Furniture,3163.28,5,1229.41,17-04-2025
3067,2249,East,Furniture,4008.75,8,677.59,27-10-2025
3068,1672,North,Electronics,1814.04,4,1278.16,24-11-2024
3069,1630,South,Electronics,2420.14,9,502,09-07-2025
3070,3708,South,Furniture,3948.79,6,-145.77,23-08-2024
3071,1661,East,Electronics,1204.11,6,1375.2,16-03-2025
3072,4503,East,Electronics,1163.95,5,1026.6,30-04-2024
3073,3852,South,Furniture,2987.24,5,668.3,04-09-2024
3074,4726,South,Furniture,2236.68,7,1406.32,02-06-2025
3075,3466,West,Furniture,4749.59,8,1307.51,20-01-2024
3076,1987,North,Furniture,1849.45,7,-15.68,26-11-2025
3077,4526,West,Office Supplies,3821.82,1,861.48,17-05-2025
3078,4231,South,Office Supplies,2957.15,1,714.78,29-12-2024
3079,2546,West,Furniture,367.42,6,1120.01,03-05-2025
3080,1649,West,Electronics,513.49,3,311.31,18-07-2024
3081,1968,South,Furniture,1095.47,9,-186.2,06-02-2025
3082,3637,East,Office Supplies,801.45,7,115.18,01-09-2024
3083,2100,South,Electronics,1713.92,2,158.6,27-04-2025
3084,3556,East,Office Supplies,2937.05,3,295.41,29-07-2025
3085,1440,South,Furniture,3051.58,8,429.67,26-10-2025
3086,4325,South,Office Supplies,2980.06,1,1001.14,17-01-2024
3087,1920,South,Office Supplies,676.28,5,-73.78,08-02-2024
3088,1769,North,Office Supplies,3041.1,1,627.13,26-10-2025
3089,2343,East,Electronics,2107.76,9,647.69,21-10-2024
3090,2826,North,Office Supplies,4524.96,7,846.98,08-02-2024
3091,1262,South,Electronics,4568.72,5,327.93,05-07-2024
3092,4668,West,Furniture,3864.05,6,241.64,04-11-2024
3093,4729,North,Furniture,3545.23,3,622.6,27-12-2024
3094,4906,East,Office Supplies,663.27,3,921.33,06-04-2025
3095,2577,South,Electronics,515,7,-124.19,30-10-2025
3096,4445,North,Furniture,4220.09,7,299.09,18-08-2024
3097,3684,West,Electronics,2192.38,7,1138.43,06-12-2025
3098,4238,North,Electronics,2311.68,2,623.12,06-09-2024
3099,4824,East,Office Supplies,4254.19,2,1418.1,02-01-2024
3100,3506,North,Office Supplies,3145.01,5,1274.82,19-04-2025
3101,1998,West,Electronics,979.1,4,384.71,14-10-2025
3102,4351,West,Electronics,1133.96,7,1034.66,30-06-2024
3103,1699,East,Office Supplies,131.25,3,266.32,02-01-2024
3104,3349,West,Electronics,3582.28,5,98,18-06-2024
3105,4602,South,Office Supplies,2479.5,2,1297.73,26-09-2024
3106,2603,West,Electronics,4754.82,1,395.42,02-11-2024
3107,2241,South,Office Supplies,3598.66,9,145.81,18-02-2024
3108,2125,North,Electronics,605.45,4,1440.46,25-02-2025
3109,3601,South,Office Supplies,891.55,8,-147.25,11-10-2024
3110,3335,South,Electronics,2558.45,7,423.73,14-01-2025
3111,2190,North,Furniture,4631.88,1,-134.69,18-05-2025
3112,3668,West,Furniture,1311.53,7,656.97,09-07-2025
3113,2005,South,Electronics,4145.34,2,482,25-07-2025
3114,1035,West,Furniture,1630.13,3,1025.14,17-07-2024
3115,1743,North,Electronics,1422.5,1,1421.86,18-04-2024
3116,2764,East,Electronics,4516.82,7,683.47,05-03-2024
3117,1352,West,Furniture,331.48,3,285.18,15-11-2025
3118,4747,West,Electronics,3337.63,6,1282.7,18-12-2024
3119,2922,East,Office Supplies,311.52,7,827.72,07-04-2024
3120,1072,East,Electronics,4023.74,3,740.92,08-05-2024
3121,3695,North,Electronics,4164.08,2,120.58,24-09-2024
3122,2376,West,Furniture,4477.45,9,-130.99,12-02-2025
3123,2914,West,Office Supplies,1011.84,9,584.39,27-03-2024
3124,2093,North,Electronics,710.04,7,697.68,23-08-2025
3125,3472,West,Electronics,2567.32,5,16.06,28-01-2025
3126,4046,South,Electronics,1431,4,-99.03,25-03-2025
3127,1707,South,Electronics,3070.86,4,167.34,15-04-2025
3128,2804,South,Electronics,2617.36,1,-92.73,03-10-2025
3129,3608,West,Electronics,809.78,4,-104.56,05-10-2025
3130,3875,South,Office Supplies,3722.43,7,555.08,19-04-2024
3131,4713,South,Office Supplies,4038.54,5,1177.42,20-10-2024
3132,1955,North,Electronics,4818.91,9,928.78,02-08-2024
3133,3564,North,Electronics,2038.14,4,955,07-11-2024
3134,3475,East,Furniture,1754.9,3,246.14,22-07-2024
3135,4610,East,Office Supplies,1042.09,6,-181.12,03-03-2025
3136,1159,East,Office Supplies,986.24,4,566.1,19-06-2025
3137,3196,East,Electronics,1673.16,2,441.11,02-04-2024
3138,3823,North,Office Supplies,4910.9,5,1410.3,11-11-2025
3139,4301,North,Office Supplies,552.07,4,-77.57,28-01-2024
3140,2735,North,Furniture,1370.89,5,1119.91,13-11-2024
3141,2585,South,Furniture,521.29,9,455.21,02-02-2025
3142,1066,South,Office Supplies,1440.79,4,1210.35,02-12-2025
3143,4061,East,Office Supplies,552.77,6,641.34,22-09-2024
3144,4883,South,Office Supplies,2590.71,4,1194.85,11-10-2024
3145,3428,West,Electronics,2247.94,1,593.64,03-03-2024
3146,1057,North,Furniture,952.85,2,483.16,21-08-2025
3147,4330,East,Electronics,956.56,6,1438.3,02-06-2025
3148,1341,East,Furniture,3167.93,8,427.06,28-10-2025
3149,4909,West,Furniture,1996.89,9,1169.01,20-01-2024
3150,2153,South,Furniture,375.36,4,-86.04,13-12-2024
3151,3774,East,Office Supplies,4608.94,6,-93.5,19-02-2024
3152,2195,South,Furniture,2084.27,3,544.78,07-07-2024
3153,3817,South,Electronics,2996.13,9,795.47,07-03-2024
3154,3661,West,Furniture,4438.52,8,834.51,30-12-2024
3155,2232,East,Electronics,2070.58,1,-138.14,20-07-2024
3156,4874,South,Furniture,4121.23,2,984.46,08-04-2024
3157,3401,South,Furniture,4582.29,9,20.87,22-10-2025
3158,2494,West,Office Supplies,952.93,3,1424.09,08-06-2024
3159,2821,West,Electronics,4473.21,3,367.03,08-11-2025
3160,1115,South,Furniture,687.18,9,244.46,28-01-2024
3161,4335,West,Furniture,1448.12,3,295.15,10-04-2025
3162,1661,South,Electronics,4060.24,5,1393.5,30-11-2025
3163,4883,East,Furniture,4513.35,6,620.83,16-07-2024
3164,2465,North,Office Supplies,3452.28,3,538.96,27-07-2024
3165,4619,West,Electronics,613.65,8,762.03,12-03-2025
3166,3500,North,Office Supplies,2662.66,2,1382.3,22-09-2024
3167,2868,South,Electronics,2905.91,6,324.18,05-05-2025
3168,4548,South,Electronics,1481.11,2,107.39,12-02-2025
3169,3334,South,Electronics,4957.35,9,812.33,13-09-2024
3170,4374,North,Furniture,1744.58,6,635.85,01-12-2024
3171,2016,South,Electronics,1130.25,9,-94.65,20-08-2024
3172,1310,West,Electronics,639.67,4,687.29,16-12-2025
3173,1207,East,Electronics,1954.66,3,756.11,13-03-2024
3174,3665,East,Office Supplies,3493.83,2,980.06,13-01-2024
3175,3493,West,Electronics,1233.94,8,1492.42,05-08-2025
3176,3717,East,Furniture,3870.77,4,516.69,19-05-2025
3177,1632,North,Electronics,763.47,2,667.35,01-01-2024
3178,3102,South,Electronics,2258.29,9,-72.5,07-06-2024
3179,3959,South,Office Supplies,3541.63,8,1213.7,23-05-2025
3180,4083,South,Furniture,763.02,5,-33.14,27-04-2025
3181,1656,North,Furniture,3029.43,8,1387.51,03-08-2024
3182,2423,North,Furniture,4014.87,5,392.45,13-07-2024
3183,2931,North,Electronics,3018.19,7,373.89,07-11-2024
3184,4719,West,Electronics,2606.17,5,358.64,06-02-2025
3185,4027,North,Furniture,4207.67,5,1415.83,04-01-2024
3186,3562,East,Furniture,4928.56,4,1466.18,25-06-2025
3187,2679,West,Office Supplies,988.43,5,1454.51,15-04-2024
3188,4613,West,Furniture,3487.6,7,998.14,01-05-2024
3189,1236,West,Electronics,495.22,3,-11.2,08-12-2025
3190,4350,North,Electronics,309.92,4,456.82,15-12-2025
3191,1347,West,Electronics,1476.01,8,291.83,23-09-2024
3192,3674,North,Office Supplies,4857.51,6,1004.26,28-08-2024
3193,4175,North,Furniture,2805.76,8,637.51,22-02-2024
3194,1629,West,Electronics,1414.53,2,848.05,03-05-2024
3195,2540,South,Office Supplies,749.67,9,-185.16,28-03-2024
